img,parish_all,parish_rem
LMSMPS506880005,0,0
LMSMPS506880012,0,0
LMSMPS506880013,0,0
LMSMPS506880015,0,0
LMSMPS506880017,0,0
LMSMPS506880020,0,0
LMSMPS506880021,0,0
LMSMPS506880023,1,0
LMSMPS506880026,1,0
LMSMPS506880027,0,0
LMSMPS506880028,0,0
LMSMPS506880029,0,0
LMSMPS506880030,0,0
LMSMPS506880032,0,0
LMSMPS506880033,0,0
LMSMPS506880034,0,0
LMSMPS506880035,0,0
LMSMPS506880037,0,0
LMSMPS506880038,0,0
LMSMPS506880039,0,0
LMSMPS506880041,0,0
LMSMPS506880042,0,0
LMSMPS506880044,0,0
LMSMPS506880045,0,0
LMSMPS506880047,0,0
LMSMPS506880049,0,0
LMSMPS506880052,0,0
LMSMPS506880054,0,0
LMSMPS506880055,1,0
LMSMPS506880056,0,0
LMSMPS506880057,0,0
LMSMPS506880058,1,1
LMSMPS506880060,1,1
LMSMPS506880063,1,1
LMSMPS506890006,0,0
LMSMPS506890008,0,0
LMSMPS506890010,0,0
LMSMPS506890012,0,0
LMSMPS506890014,0,0
LMSMPS506890015,0,0
LMSMPS506890016,0,0
LMSMPS506890018,0,0
LMSMPS506890020,0,0
LMSMPS506890022,0,0
LMSMPS506890025,0,0
LMSMPS506890027,0,0
LMSMPS506890028,0,0
LMSMPS506890029,0,0
LMSMPS506890030,0,0
LMSMPS506890031,0,0
LMSMPS506890032,0,0
LMSMPS506890033,0,0
LMSMPS506900006,0,0
LMSMPS506900008,0,0
LMSMPS506900009,0,0
LMSMPS506900011,0,0
LMSMPS506900013,0,0
LMSMPS506900015,1,0
LMSMPS506900016,0,0
LMSMPS506900019,0,0
LMSMPS506900021,0,0
LMSMPS506900024,0,0
LMSMPS506900026,0,0
LMSMPS506900028,0,0
LMSMPS506900031,0,0
LMSMPS506900033,0,0
LMSMPS506900035,0,0
LMSMPS506900036,0,0
LMSMPS506900037,0,0
LMSMPS506900038,0,0
LMSMPS506900039,0,0
LMSMPS506900040,0,0
LMSMPS506900041,0,0
LMSMPS506900043,1,1
LMSMPS506900046,1,1
LMSMPS506900049,1,1
LMSMPS506900052,1,1
LMSMPS506900067,1,0
LMSMPS506910006,0,0
LMSMPS506910007,0,0
LMSMPS506910009,0,0
LMSMPS506910011,0,0
LMSMPS506910012,0,0
LMSMPS506910014,0,0
LMSMPS506910015,0,0
LMSMPS506910016,0,0
LMSMPS506910017,0,0
LMSMPS506910018,1,0
LMSMPS506910019,1,1
LMSMPS506920003,0,0
LMSMPS506920004,0,0
LMSMPS506920006,0,0
LMSMPS506930001,0,0
LMSMPS506940005,0,0
LMSMPS506940007,0,0
LMSMPS506940011,0,0
LMSMPS506940013,0,0
LMSMPS506940015,0,0
LMSMPS506940016,0,0
LMSMPS506940018,0,0
LMSMPS506940020,0,0
LMSMPS506940022,0,0
LMSMPS506940024,0,0
LMSMPS506940026,0,0
LMSMPS506940028,0,0
LMSMPS506940030,0,0
LMSMPS506940032,0,0
LMSMPS506940034,0,0
LMSMPS506940036,0,0
LMSMPS506940038,0,0
LMSMPS506940041,0,0
LMSMPS506940043,0,0
LMSMPS506940045,0,0
LMSMPS506940047,0,0
LMSMPS506940048,0,0
LMSMPS506940049,0,0
LMSMPS506940050,0,0
LMSMPS506940051,0,0
LMSMPS506940052,0,0
LMSMPS506940053,0,0
LMSMPS506940055,0,0
LMSMPS506940056,0,0
LMSMPS506940057,0,0
LMSMPS506940058,0,0
LMSMPS506940059,0,0
LMSMPS506940060,0,0
LMSMPS506940061,1,1
LMSMPS506940064,1,1
LMSMPS506940067,1,1
LMSMPS506950008,0,0
LMSMPS506950010,0,0
LMSMPS506950012,0,0
LMSMPS506950013,0,0
LMSMPS506950014,0,0
LMSMPS506950015,0,0
LMSMPS506950016,0,0
LMSMPS506950017,0,0
LMSMPS506950018,0,0
LMSMPS506950019,1,1
LMSMPS506960013,0,0
LMSMPS506960014,0,0
LMSMPS506960015,0,0
LMSMPS506960017,0,0
LMSMPS506960019,0,0
LMSMPS506960022,0,0
LMSMPS506960024,0,0
LMSMPS506960026,0,0
LMSMPS506960028,0,0
LMSMPS506960030,0,0
LMSMPS506960032,0,0
LMSMPS506960034,1,1
LMSMPS506960035,0,0
LMSMPS506960037,0,0
LMSMPS506960038,0,0
LMSMPS506960039,0,0
LMSMPS506960040,0,0
LMSMPS506960041,0,0
LMSMPS506960042,0,0
LMSMPS506960044,0,0
LMSMPS506960045,0,0
LMSMPS506960046,0,0
LMSMPS506960047,0,0
LMSMPS506960048,0,0
LMSMPS506960051,0,0
LMSMPS506960053,0,0
LMSMPS506960057,0,0
LMSMPS506960058,0,0
LMSMPS506960061,0,0
LMSMPS506960063,0,0
LMSMPS506960065,0,0
LMSMPS506960067,1,0
LMSMPS506960068,0,0
LMSMPS506960070,0,0
LMSMPS506960071,0,0
LMSMPS506960072,0,0
LMSMPS506960073,1,1
LMSMPS506960076,1,1
LMSMPS506960078,1,1
LMSMPS506960095,0,0
LMSMPS506970002,0,0
LMSMPS506970003,0,0
LMSMPS506970005,0,0
LMSMPS506980006,0,0
LMSMPS506980008,0,0
LMSMPS506980009,0,0
LMSMPS506980011,0,0
LMSMPS506980013,0,0
LMSMPS506980014,0,0
LMSMPS506980015,0,0
LMSMPS506980016,0,0
LMSMPS506980019,0,0
LMSMPS506980020,0,0
LMSMPS506980022,0,0
LMSMPS506980023,1,0
LMSMPS506980025,0,0
LMSMPS506980027,0,0
LMSMPS506980032,0,0
LMSMPS506980034,0,0
LMSMPS506980036,0,0
LMSMPS506980038,0,0
LMSMPS506980039,0,0
LMSMPS506980040,1,0
LMSMPS506980041,0,0
LMSMPS506980042,0,0
LMSMPS506980044,1,1
LMSMPS506980047,1,1
LMSMPS506980050,1,1
LMSMPS506980073,0,0
LMSMPS506990003,1,0
LMSMPS506990006,0,0
LMSMPS506990009,0,0
LMSMPS506990010,0,0
LMSMPS506990011,0,0
LMSMPS506990012,0,0
LMSMPS506990015,0,0
LMSMPS506990016,0,0
LMSMPS506990019,0,0
LMSMPS506990021,0,0
LMSMPS506990022,0,0
LMSMPS506990023,0,0
LMSMPS506990024,0,0
LMSMPS506990025,0,0
LMSMPS506990026,0,0
LMSMPS506990030,0,0
LMSMPS506990032,0,0
LMSMPS506990033,0,0
LMSMPS506990034,0,0
LMSMPS506990035,0,0
LMSMPS506990036,0,0
LMSMPS506990037,1,1
LMSMPS506990040,1,1
LMSMPS506990043,1,1
LMSMPS506990046,1,1
LMSMPS506990049,1,1
LMSMPS506990054,1,1
LMSMPS506990056,1,1
LMSMPS506990059,1,1
LMSMPS507000004,0,0
LMSMPS507000006,0,0
LMSMPS507000007,0,0
LMSMPS507000008,0,0
LMSMPS507000009,0,0
LMSMPS507000013,0,0
LMSMPS507000014,0,0
LMSMPS507000015,0,0
LMSMPS507000018,0,0
LMSMPS507000020,0,0
LMSMPS507000022,0,0
LMSMPS507010008,0,0
LMSMPS507010010,0,0
LMSMPS507010011,0,0
LMSMPS507010013,0,0
LMSMPS507010014,0,0
LMSMPS507010015,0,0
LMSMPS507010016,0,0
LMSMPS507010017,0,0
LMSMPS507010019,0,0
LMSMPS507010022,0,0
LMSMPS507010024,0,0
LMSMPS507010026,0,0
LMSMPS507010029,0,0
LMSMPS507010031,0,0
LMSMPS507010033,0,0
LMSMPS507010036,0,0
LMSMPS507010038,0,0
LMSMPS507010040,0,0
LMSMPS507010042,0,0
LMSMPS507010043,0,0
LMSMPS507010044,0,0
LMSMPS507010045,0,0
LMSMPS507010046,0,0
LMSMPS507010047,0,0
LMSMPS507010049,0,0
LMSMPS507010051,1,0
LMSMPS507010052,0,0
LMSMPS507010053,0,0
LMSMPS507010054,0,0
LMSMPS507010055,1,1
LMSMPS507010057,1,1
LMSMPS507010075,0,0
LMSMPS507010081,0,0
LMSMPS507020003,0,0
LMSMPS507020005,1,0
LMSMPS507020007,0,0
LMSMPS507020009,0,0
LMSMPS507020010,0,0
LMSMPS507020011,0,0
LMSMPS507020013,0,0
LMSMPS507020015,0,0
LMSMPS507020016,0,0
LMSMPS507020017,0,0
LMSMPS507020018,0,0
LMSMPS507020019,0,0
LMSMPS507030095,0,0
LMSMPS507030096,0,0
LMSMPS507030097,0,0
LMSMPS507030100,0,0
LMSMPS507030125,0,0
LMSMPS507030130,1,1
LMSMPS507030131,1,1
LMSMPS507030134,1,1
LMSMPS507030139,1,1
LMSMPS507030142,1,1
LMSMPS507030144,1,1
LMSMPS507030146,1,1
LMSMPS507030149,1,1
LMSMPS507030155,0,0
LMSMPS507040069,0,0
LMSMPS507040136,0,0
LMSMPS507040142,1,1
LMSMPS507040145,1,1
LMSMPS507040148,1,1
LMSMPS507040150,1,1
LMSMPS507040154,1,1
LMSMPS507040159,1,1
LMSMPS507040163,0,0
LMSMPS507040164,0,0
LMSMPS507040166,0,0
LMSMPS507060030,1,1
LMSMPS507060034,1,1
LMSMPS507070018,0,0
LMSMPS507070020,0,0
LMSMPS507070021,0,0
LMSMPS507080011,0,0
LMSMPS507080017,1,0
LMSMPS507080020,1,0
LMSMPS507080030,1,1
LMSMPS507080035,1,1
LMSMPS507080037,1,1
LMSMPS507080040,1,1
LMSMPS507080042,1,1
LMSMPS507080043,1,1
LMSMPS507080045,1,1
LMSMPS507100011,1,1
LMSMPS507110049,1,1
LMSMPS507110060,0,0
LMSMPS507110095,0,0
LMSMPS507110098,1,1
LMSMPS507110100,1,1
LMSMPS507110102,1,1
LMSMPS507110106,1,1
LMSMPS507110108,1,1
LMSMPS507120051,1,1
LMSMPS507120056,1,1
LMSMPS507120058,1,1
LMSMPS507120059,1,1
LMSMPS507120064,1,0
LMSMPS507120069,0,0
LMSMPS507120070,1,0
LMSMPS507120071,0,0
LMSMPS507130006,1,1
LMSMPS507140005,0,0
LMSMPS507140048,1,1
LMSMPS507140051,1,1
LMSMPS507140055,1,1
LMSMPS507140059,1,1
LMSMPS507140060,1,1
LMSMPS507140062,1,1
LMSMPS507140064,1,1
LMSMPS507140097,0,0
LMSMPS507160026,0,0
LMSMPS507160059,1,1
LMSMPS507160061,1,1
LMSMPS507160068,1,1
LMSMPS507160071,1,1
LMSMPS507160073,1,1
LMSMPS507160074,1,1
LMSMPS507160077,1,1
LMSMPS507160079,1,1
LMSMPS507160082,1,1
LMSMPS507160091,1,1
LMSMPS507160093,1,1
LMSMPS507160095,1,1
LMSMPS507160099,1,1
LMSMPS507160102,1,1
LMSMPS507160105,1,1
LMSMPS507160108,1,1
LMSMPS507160111,1,1
LMSMPS507160114,1,1
LMSMPS507160116,1,1
LMSMPS507160118,1,1
LMSMPS507160121,1,1
LMSMPS507160122,1,1
LMSMPS507160124,1,1
LMSMPS507160128,1,1
LMSMPS507160131,1,1
LMSMPS507160132,1,1
LMSMPS507170183,0,0
LMSMPS507170188,1,1
LMSMPS507170190,1,1
LMSMPS507170192,1,1
LMSMPS507170194,1,1
LMSMPS507170197,1,1
LMSMPS507170200,1,1
LMSMPS507170203,1,1
LMSMPS507170205,1,1
LMSMPS507190102,1,1
LMSMPS507190104,1,1
LMSMPS507190107,1,1
LMSMPS507190112,1,1
LMSMPS507190114,1,1
LMSMPS507190118,1,1
LMSMPS507190122,1,1
LMSMPS507190124,1,1
LMSMPS507190130,1,1
LMSMPS507190132,1,1
LMSMPS507190134,1,1
LMSMPS507190172,0,0
LMSMPS507190173,0,0
LMSMPS507190182,0,0
LMSMPS507200007,1,1
LMSMPS507210009,1,1
LMSMPS507210012,1,1
LMSMPS507210014,1,1
LMSMPS507210015,1,1
LMSMPS507210022,0,0
LMSMPS507210037,0,0
LMSMPS507210039,0,0
LMSMPS507210041,1,1
LMSMPS507210043,1,1
LMSMPS507210045,1,1
LMSMPS507210048,1,1
LMSMPS507210050,1,1
LMSMPS507220003,0,0
LMSMPS507220005,1,0
LMSMPS507220007,1,1
LMSMPS507220010,1,1
LMSMPS507220012,1,1
LMSMPS507220016,1,1
LMSMPS507220019,1,1
LMSMPS507220023,1,1
LMSMPS507220027,1,1
LMSMPS507220028,1,1
LMSMPS507220029,1,1
LMSMPS507220033,1,1
LMSMPS507220035,1,1
LMSMPS507220037,1,1
LMSMPS507220041,1,1
LMSMPS507240001,1,1
LMSMPS507250004,1,1
LMSMPS507250005,1,1
LMSMPS507250007,1,1
LMSMPS507250009,1,1
LMSMPS507250016,1,1
LMSMPS507250018,1,1
LMSMPS507250020,1,1
LMSMPS507250026,1,1
LMSMPS507250028,1,1
LMSMPS507250033,1,1
LMSMPS507250037,1,1
LMSMPS507250040,1,1
LMSMPS507250041,1,1
LMSMPS507250043,1,1
LMSMPS507250046,1,1
LMSMPS507250049,1,1
LMSMPS507260003,1,1
LMSMPS507260034,1,1
LMSMPS507290035,1,1
LMSMPS507290041,1,1
LMSMPS507290048,0,0
LMSMPS507290050,0,0
LMSMPS507290054,1,1
LMSMPS507300003,1,0
LMSMPS507300004,1,0
LMSMPS507320006,0,0
LMSMPS507320012,0,0
LMSMPS507320015,0,0
LMSMPS507320018,0,0
LMSMPS507320023,1,1
LMSMPS507320026,1,1
LMSMPS507330043,0,0
LMSMPS507360011,0,0
LMSMPS507360012,0,0
LMSMPS507360013,0,0
LMSMPS507360014,0,0
LMSMPS507370016,1,1
LMSMPS507400030,0,0
LMSMPS507400031,0,0
LMSMPS507400035,0,0
LMSMPS507400038,0,0
LMSMPS507400041,0,0
LMSMPS507400042,0,0
LMSMPS507400044,0,0
LMSMPS507420033,0,0
LMSMPS507420037,0,0
LMSMPS507420038,0,0
LMSMPS507420040,0,0
LMSMPS507420042,0,0
LMSMPS507420043,0,0
LMSMPS507420044,0,0
LMSMPS507420046,0,0
LMSMPS507420047,0,0
LMSMPS507420048,0,0
LMSMPS507420050,0,0
LMSMPS507420051,0,0
LMSMPS507420052,0,0
LMSMPS507420088,1,1
LMSMPS507420090,1,1
LMSMPS507420091,1,1
LMSMPS507440055,1,1
LMSMPS507440061,0,0
LMSMPS507450017,0,0
LMSMPS507450018,0,0
LMSMPS507450021,1,1
LMSMPS507450023,1,1
LMSMPS507470025,1,1
LMSMPS507470027,1,1
LMSMPS507470028,1,1
LMSMPS507470033,1,1
LMSMPS507470036,1,1
LMSMPS507470038,1,1
LMSMPS507500020,1,1
LMSMPS507500022,1,1
LMSMPS507500024,1,1
LMSMPS507500027,1,1
LMSMPS507500029,1,1
LMSMPS507500033,1,1
LMSMPS507500035,1,1
LMSMPS507500038,1,1
LMSMPS507580042,0,0
LMSMPS507580043,0,0
LMSMPS507590025,0,0
LMSMPS507610026,0,0
LMSMPS507630025,1,1
LMSMPS507630031,1,1
LMSMPS507630046,0,0
LMSMPS507630048,0,0
LMSMPS507630055,0,0
LMSMPS507630056,0,0
LMSMPS507630057,0,0
LMSMPS507630059,1,0
LMSMPS507630085,0,0
LMSMPS507640020,1,1
LMSMPS507640025,1,1
LMSMPS507640026,1,1
LMSMPS507640031,1,1
LMSMPS507670035,0,0
LMSMPS507670042,1,1
LMSMPS507670072,0,0
LMSMPS507700020,1,1
LMSMPS507720018,1,1
LMSMPS507720033,1,1
LMSMPS507720037,1,1
LMSMPS507720038,1,1
LMSMPS507730110,0,0
LMSMPS507730111,0,0
LMSMPS507730113,0,0
LMSMPS507730115,0,0
LMSMPS507730120,0,0
LMSMPS507730122,0,0
LMSMPS507730123,0,0
LMSMPS507730127,0,0
LMSMPS507730130,0,0
LMSMPS507730132,0,0
LMSMPS507730135,0,0
LMSMPS507730139,0,0
LMSMPS507730145,1,1
LMSMPS507730149,1,1
LMSMPS507730154,1,1
LMSMPS507730157,1,1
LMSMPS507730163,1,1
LMSMPS507730167,1,1
LMSMPS507730169,1,1
LMSMPS507730172,1,1
LMSMPS507730176,1,1
LMSMPS507730181,1,1
LMSMPS507730183,1,1
LMSMPS507730190,1,1
LMSMPS507730192,1,1
LMSMPS507730197,1,1
LMSMPS507730199,1,1
LMSMPS507730202,1,1
LMSMPS507730204,1,1
LMSMPS507730207,1,1
LMSMPS507730217,1,1
LMSMPS507730223,1,1
LMSMPS507730225,1,1
LMSMPS507730230,1,1
LMSMPS507730235,1,1
LMSMPS507730237,1,1
LMSMPS507750185,0,0
LMSMPS507750186,0,0
LMSMPS507750187,0,0
LMSMPS507750188,0,0
LMSMPS507750190,0,0
LMSMPS507750205,1,1
LMSMPS507750209,1,1
LMSMPS507750212,1,0
LMSMPS507750217,1,1
LMSMPS507750219,1,1
LMSMPS507750221,1,1
LMSMPS507750240,0,0
LMSMPS507760017,1,1
LMSMPS507770178,1,1
LMSMPS507770180,1,1
LMSMPS507770184,1,1
LMSMPS507770187,1,1
LMSMPS507770192,1,1
LMSMPS507770196,1,1
LMSMPS507770201,1,1
LMSMPS507770202,1,1
LMSMPS507770206,1,1
LMSMPS507770212,1,1
LMSMPS507770214,1,1
LMSMPS507770218,0,0
LMSMPS507770219,0,0
LMSMPS507770220,0,0
LMSMPS507770258,0,0
LMSMPS507770348,1,1
LMSMPS507780006,0,0
LMSMPS507780048,1,1
LMSMPS507780051,1,1
LMSMPS507780053,1,1
LMSMPS507780056,1,1
LMSMPS507780059,1,1
LMSMPS507780062,1,1
LMSMPS507780065,1,1
LMSMPS507780068,1,1
LMSMPS507780097,0,0
LMSMPS507790018,0,0
LMSMPS507800001,0,0
LMSMPS507800002,0,0
LMSMPS507800003,0,0
LMSMPS507800004,0,0
LMSMPS507800005,0,0
LMSMPS507800007,0,0
LMSMPS507800008,0,0
LMSMPS507800009,0,0
LMSMPS507810013,1,1
LMSMPS507810017,1,1
LMSMPS507810019,1,1
LMSMPS507810023,1,1
LMSMPS507810026,1,1
LMSMPS507810029,1,1
LMSMPS507810031,1,1
LMSMPS507810033,1,1
LMSMPS507810036,1,1
LMSMPS507810038,1,1
LMSMPS507810041,1,1
LMSMPS507810044,1,1
LMSMPS507810048,1,1
LMSMPS507810051,1,1
LMSMPS507810057,0,0
LMSMPS507810090,0,0
LMSMPS507820117,0,0
LMSMPS507820118,0,0
LMSMPS507820119,0,0
LMSMPS507820120,0,0
LMSMPS507820121,0,0
LMSMPS507820122,1,1
LMSMPS507820125,1,1
LMSMPS507820127,1,1
LMSMPS507820130,1,1
LMSMPS507820134,1,1
LMSMPS507840003,0,0
LMSMPS507840006,1,1
LMSMPS507840009,1,1
LMSMPS507840011,1,1
LMSMPS507840012,1,1
LMSMPS507840015,1,1
LMSMPS507840018,1,1
LMSMPS507840022,1,1
LMSMPS507840025,1,1
LMSMPS507840031,1,1
LMSMPS507840032,1,1
LMSMPS507840034,1,1
LMSMPS507840038,1,1
LMSMPS507840043,1,1
LMSMPS507840046,1,1
LMSMPS507840051,1,1
LMSMPS507840056,1,1
LMSMPS507840057,1,1
LMSMPS507840144,1,0
LMSMPS507840147,1,0
LMSMPS507860024,0,0
LMSMPS507860026,1,1
LMSMPS507860033,1,1
LMSMPS507860037,1,1
LMSMPS507860040,1,1
LMSMPS507870241,0,0
LMSMPS507870242,0,0
LMSMPS507870243,0,0
LMSMPS507870246,0,0
LMSMPS507870251,0,0
LMSMPS507870255,0,0
LMSMPS507870260,1,1
LMSMPS507870265,1,1
LMSMPS507870272,1,1
LMSMPS507870276,1,1
LMSMPS507870281,1,1
LMSMPS507870283,1,1
LMSMPS507870287,1,1
LMSMPS507870289,1,1
LMSMPS507870293,1,1
LMSMPS507870295,0,0
LMSMPS507900006,1,1
LMSMPS507900007,1,1
LMSMPS507900014,1,1
LMSMPS507900015,1,1
LMSMPS507900018,1,1
LMSMPS507900021,1,1
LMSMPS507900026,1,1
LMSMPS507900029,1,1
LMSMPS507900034,1,1
LMSMPS507900037,1,1
LMSMPS507900042,1,1
LMSMPS507900052,1,1
LMSMPS507910012,1,1
LMSMPS507920005,1,1
LMSMPS507920008,1,1
LMSMPS507920011,1,1
LMSMPS507920015,1,1
LMSMPS507920017,1,1
LMSMPS507920019,1,1
LMSMPS507920021,1,1
LMSMPS507920023,1,1
LMSMPS507920025,1,1
LMSMPS507920028,1,1
LMSMPS507920032,1,1
LMSMPS507920036,1,1
LMSMPS507920040,1,1
LMSMPS507920047,1,1
LMSMPS507920050,1,1
LMSMPS507920054,1,1
LMSMPS507920058,1,1
LMSMPS507920088,0,0
LMSMPS507920091,0,0
LMSMPS507930002,0,0
LMSMPS507930007,0,0
LMSMPS507930008,0,0
LMSMPS507930009,0,0
LMSMPS507930013,1,1
LMSMPS507930017,1,1
LMSMPS507930020,1,1
LMSMPS507930024,1,0
LMSMPS507930026,1,1
LMSMPS507930028,1,1
LMSMPS507930033,1,1
LMSMPS507930037,1,1
LMSMPS507930039,1,1
LMSMPS507930046,1,1
LMSMPS507930047,1,1
LMSMPS507930052,0,0
LMSMPS507950009,0,0
LMSMPS507950010,0,0
LMSMPS507950012,0,0
LMSMPS507950015,1,1
LMSMPS507950018,1,1
LMSMPS507950023,1,1
LMSMPS507950026,1,1
LMSMPS507950028,1,1
LMSMPS507950030,1,1
LMSMPS507950031,1,1
LMSMPS507950064,0,0
LMSMPS507960003,1,1
LMSMPS507960005,1,1
LMSMPS507960008,1,1
LMSMPS507960010,1,1
LMSMPS507960013,1,1
LMSMPS507960015,1,1
LMSMPS507960018,1,1
LMSMPS507960021,1,1
LMSMPS507960024,1,1
LMSMPS507960026,1,1
LMSMPS507960027,1,1
LMSMPS507960029,1,1
LMSMPS507960032,1,1
LMSMPS507960035,1,1
LMSMPS507960038,1,1
LMSMPS507960040,1,1
LMSMPS507960044,1,1
LMSMPS507960048,1,1
LMSMPS507970004,0,0
LMSMPS507970007,1,1
LMSMPS507970010,1,1
LMSMPS507970015,1,1
LMSMPS507970018,1,1
LMSMPS507970021,1,1
LMSMPS507970024,1,1
LMSMPS507970029,1,1
LMSMPS507970036,1,1
LMSMPS507970037,1,1
LMSMPS507970042,1,1
LMSMPS507970045,1,1
LMSMPS507980016,0,0
LMSMPS508000073,1,1
LMSMPS508000076,1,1
LMSMPS508000080,1,1
LMSMPS508000081,1,1
LMSMPS508000083,1,1
LMSMPS508000086,1,1
LMSMPS508000089,1,1
LMSMPS508000092,1,1
LMSMPS508000093,1,1
LMSMPS508000094,1,1
LMSMPS508000095,1,1
LMSMPS508000100,1,1
LMSMPS508000106,1,1
LMSMPS508000109,1,1
LMSMPS508000112,1,1
LMSMPS508000159,0,0
LMSMPS508000160,0,0
LMSMPS508010037,0,0
LMSMPS508010038,0,0
LMSMPS508010039,0,0
LMSMPS508010047,0,0
LMSMPS508010051,1,1
LMSMPS508010054,1,1
LMSMPS508010056,0,0
LMSMPS508010059,1,1
LMSMPS508010062,1,1
LMSMPS508010064,1,1
LMSMPS508010065,1,1
LMSMPS508010068,1,1
LMSMPS508010071,1,1
LMSMPS508010075,1,1
LMSMPS508010080,1,1
LMSMPS508010083,1,1
LMSMPS508010121,0,0
LMSMPS508010123,0,0
LMSMPS508030012,0,0
LMSMPS508030013,1,0
LMSMPS508030016,1,1
LMSMPS508030023,1,1
LMSMPS508030025,1,1
LMSMPS508030026,1,1
LMSMPS508030028,1,1
LMSMPS508030032,1,1
LMSMPS508030035,1,1
LMSMPS508030038,1,1
LMSMPS508030041,1,1
LMSMPS508030044,1,1
LMSMPS508030048,1,1
LMSMPS508030051,1,1
LMSMPS508030054,1,1
LMSMPS508030057,1,1
LMSMPS508030065,1,1
LMSMPS508030067,1,1
LMSMPS508030070,1,1
LMSMPS508030073,1,1
LMSMPS508030076,1,1
LMSMPS508030079,1,1
LMSMPS508030085,1,1
LMSMPS508030089,1,1
LMSMPS508030091,1,1
LMSMPS508050131,0,0
LMSMPS508060003,0,0
LMSMPS508060005,0,0
LMSMPS508060007,0,0
LMSMPS508060009,0,0
LMSMPS508060010,1,1
LMSMPS508060026,1,1
LMSMPS508060027,1,1
LMSMPS508060028,1,1
LMSMPS508060033,1,1
LMSMPS508060045,1,1
LMSMPS508060085,0,0
LMSMPS508070006,0,0
LMSMPS508070008,0,0
LMSMPS508070010,0,0
LMSMPS508070011,0,0
LMSMPS508070013,0,0
LMSMPS508070016,0,0
LMSMPS508070018,1,1
LMSMPS508070021,1,1
LMSMPS508070024,1,1
LMSMPS508070026,1,1
LMSMPS508070031,1,1
LMSMPS508070036,1,1
LMSMPS508070038,1,1
LMSMPS508070042,1,1
LMSMPS508070044,1,1
LMSMPS508070046,1,1
LMSMPS508070048,1,1
LMSMPS508070053,1,1
LMSMPS508070059,1,1
LMSMPS508070062,1,1
LMSMPS508070064,1,1
LMSMPS508070068,1,1
LMSMPS508070072,1,1
LMSMPS508070078,1,1
LMSMPS508090136,0,0
LMSMPS508090138,0,0
LMSMPS508090141,0,0
LMSMPS508090143,1,1
LMSMPS508090155,1,1
LMSMPS508090157,1,1
LMSMPS508090161,1,1
LMSMPS508090163,1,1
LMSMPS508090170,1,1
LMSMPS508090172,0,0
LMSMPS508090175,1,1
LMSMPS508090178,1,1
LMSMPS508090210,0,0
LMSMPS508090211,0,0
LMSMPS508100005,1,1
LMSMPS508100010,1,1
LMSMPS508100013,1,1
LMSMPS508100018,1,1
LMSMPS508100022,1,1
LMSMPS508100024,1,1
LMSMPS508100026,1,1
LMSMPS508100030,1,1
LMSMPS508100046,0,0
LMSMPS508120055,0,0
LMSMPS508120057,0,0
LMSMPS508120062,1,1
LMSMPS508120063,1,1
LMSMPS508120066,1,1
LMSMPS508120069,1,1
LMSMPS508120070,1,1
LMSMPS508120076,1,1
LMSMPS508120082,1,1
LMSMPS508120109,0,0
LMSMPS508120113,0,0
LMSMPS508130120,0,0
LMSMPS508130122,0,0
LMSMPS508130123,1,1
LMSMPS508130126,1,1
LMSMPS508130128,1,1
LMSMPS508130133,1,1
LMSMPS508130137,1,1
LMSMPS508130140,1,1
LMSMPS508130142,1,1
LMSMPS508130146,1,1
LMSMPS508130150,0,0
LMSMPS508130156,1,1
LMSMPS508130169,0,0
LMSMPS508150062,0,0
LMSMPS508190019,0,0
LMSMPS508210007,0,0
LMSMPS508210008,0,0
LMSMPS508210013,0,0
LMSMPS508210015,0,0
LMSMPS508210017,0,0
LMSMPS508210020,0,0
LMSMPS508210022,0,0
LMSMPS508210024,0,0
LMSMPS508210026,0,0
LMSMPS508210027,0,0
LMSMPS508210031,1,1
LMSMPS508210035,1,1
LMSMPS508210041,1,1
LMSMPS508210043,1,1
LMSMPS508210045,1,1
LMSMPS508210051,1,1
LMSMPS508210054,1,1
LMSMPS508210055,1,1
LMSMPS508240130,0,0
LMSMPS508240131,0,0
LMSMPS508240171,0,0
LMSMPS508280063,0,0
LMSMPS508280166,0,0
LMSMPS508280174,1,1
LMSMPS508280177,1,1
LMSMPS508280181,1,1
LMSMPS508280202,0,0
LMSMPS508320011,0,0
LMSMPS508340086,1,1
LMSMPS508380011,0,0
LMSMPS508380013,0,0
LMSMPS508400001,0,0
LMSMPS508400004,1,1
LMSMPS508400005,1,1
LMSMPS508400010,1,1
LMSMPS508420069,0,0
LMSMPS508420071,0,0
LMSMPS508420072,0,0
LMSMPS508420076,0,0
LMSMPS508420079,0,0
LMSMPS508420080,0,0
LMSMPS508420110,1,1
LMSMPS508420114,1,1
LMSMPS508420116,1,1
LMSMPS508420119,1,1
LMSMPS508420124,1,1
LMSMPS508420127,1,1
LMSMPS508420129,1,1
LMSMPS508420131,1,1
LMSMPS508420132,1,1
LMSMPS508420133,0,0
LMSMPS508420134,0,0
LMSMPS508420139,0,0
LMSMPS508430033,0,0
LMSMPS508430055,1,1
LMSMPS508450099,0,0
LMSMPS508450102,0,0
LMSMPS508450135,1,1
LMSMPS508450138,1,1
LMSMPS508450144,1,1
LMSMPS508450145,1,1
LMSMPS508450146,1,1
LMSMPS508460004,1,1
LMSMPS508460007,1,1
LMSMPS508460012,1,1
LMSMPS508460013,1,1
LMSMPS508460018,1,1
LMSMPS508460020,0,0
LMSMPS508470095,0,0
