img,parish_all,parish_rem
LMSMPS500100005,1,0
LMSMPS500100006,1,0
LMSMPS500100007,0,0
LMSMPS500100009,0,0
LMSMPS500100011,0,0
LMSMPS500100013,0,0
LMSMPS500100015,0,0
LMSMPS500100017,0,0
LMSMPS500100019,0,0
LMSMPS500100021,1,0
LMSMPS500100024,0,0
LMSMPS500100026,1,0
LMSMPS500100028,0,0
LMSMPS500100030,0,0
LMSMPS500100032,0,0
LMSMPS500100034,0,0
LMSMPS500100036,0,0
LMSMPS500100038,0,0
LMSMPS500100040,0,0
LMSMPS500100042,0,0
LMSMPS500100044,0,0
LMSMPS500100046,0,0
LMSMPS500100048,0,0
LMSMPS500100050,0,0
LMSMPS500100052,0,0
LMSMPS500100054,0,0
LMSMPS500100056,0,0
LMSMPS500100058,0,0
LMSMPS500100060,0,0
LMSMPS500100062,0,0
LMSMPS500100064,0,0
LMSMPS500100066,0,0
LMSMPS500100068,0,0
LMSMPS500100070,0,0
LMSMPS500100072,0,0
LMSMPS500100075,0,0
LMSMPS500100077,0,0
LMSMPS500100079,0,0
LMSMPS500100081,0,0
LMSMPS500100083,0,0
LMSMPS500100085,0,0
LMSMPS500100087,0,0
LMSMPS500100089,0,0
LMSMPS500100091,0,0
LMSMPS500100093,1,1
LMSMPS500100095,1,1
LMSMPS500100097,1,1
LMSMPS500100099,1,1
LMSMPS500100103,0,0
LMSMPS500100104,0,0
LMSMPS500100105,0,0
LMSMPS500110008,0,0
LMSMPS500110009,0,0
LMSMPS500110011,0,0
LMSMPS500110013,0,0
LMSMPS500110015,0,0
LMSMPS500110017,0,0
LMSMPS500120001,0,0
LMSMPS500120003,0,0
LMSMPS500120005,0,0
LMSMPS500120007,1,0
LMSMPS500120009,0,0
LMSMPS500130001,0,0
LMSMPS500130003,0,0
LMSMPS500130005,0,0
LMSMPS500130009,0,0
LMSMPS500130011,1,1
LMSMPS500140011,0,0
LMSMPS500140013,0,0
LMSMPS500140015,0,0
LMSMPS500140018,0,0
LMSMPS500140020,0,0
LMSMPS500140022,0,0
LMSMPS500140024,0,0
LMSMPS500140027,1,1
LMSMPS500140029,0,0
LMSMPS500140031,0,0
LMSMPS500140033,0,0
LMSMPS500140035,1,1
LMSMPS500140039,0,0
LMSMPS500140041,0,0
LMSMPS500140044,0,0
LMSMPS500140046,0,0
LMSMPS500140048,0,0
LMSMPS500140050,0,0
LMSMPS500140052,0,0
LMSMPS500140056,0,0
LMSMPS500140058,0,0
LMSMPS500140059,0,0
LMSMPS500140061,0,0
LMSMPS500140063,0,0
LMSMPS500140065,0,0
LMSMPS500140067,0,0
LMSMPS500140069,0,0
LMSMPS500140070,0,0
LMSMPS500140072,0,0
LMSMPS500140074,0,0
LMSMPS500150001,0,0
LMSMPS500160001,1,1
LMSMPS500160003,0,0
LMSMPS500160005,0,0
LMSMPS500160007,0,0
LMSMPS500160009,0,0
LMSMPS500160010,1,0
LMSMPS500160012,0,0
LMSMPS500160013,0,0
LMSMPS500160014,0,0
LMSMPS500160015,0,0
LMSMPS500160016,0,0
LMSMPS500160017,0,0
LMSMPS500160018,0,0
LMSMPS500160019,0,0
LMSMPS500170005,0,0
LMSMPS500170007,0,0
LMSMPS500170009,0,0
LMSMPS500170011,1,0
LMSMPS500170013,0,0
LMSMPS500170015,0,0
LMSMPS500170017,0,0
LMSMPS500170020,0,0
LMSMPS500170024,0,0
LMSMPS500170026,0,0
LMSMPS500170028,0,0
LMSMPS500180003,0,0
LMSMPS500180006,0,0
LMSMPS500180012,0,0
LMSMPS500180014,0,0
LMSMPS500180016,0,0
LMSMPS500180018,0,0
LMSMPS500180020,0,0
LMSMPS500190005,0,0
LMSMPS500190007,1,0
LMSMPS500220001,0,0
LMSMPS500220003,1,1
LMSMPS500220005,1,0
LMSMPS500220007,0,0
LMSMPS500220009,0,0
LMSMPS500220011,1,1
LMSMPS500220014,1,1
LMSMPS500220016,0,0
LMSMPS500220018,0,0
LMSMPS500220020,0,0
LMSMPS500220022,1,1
LMSMPS500220024,1,1
LMSMPS500220028,0,0
LMSMPS500220030,0,0
LMSMPS500220032,0,0
LMSMPS500220034,0,0
LMSMPS500220036,0,0
LMSMPS500220038,0,0
LMSMPS500220041,0,0
LMSMPS500220043,0,0
LMSMPS500220072,0,0
LMSMPS500230006,1,0
LMSMPS500230010,1,1
LMSMPS500230012,0,0
LMSMPS500230014,0,0
LMSMPS500240001,0,0
LMSMPS500240003,0,0
LMSMPS500240005,0,0
LMSMPS500240007,0,0
LMSMPS500240009,0,0
LMSMPS500240011,0,0
LMSMPS500240046,0,0
LMSMPS500260001,0,0
LMSMPS500310001,1,1
LMSMPS500330002,0,0
LMSMPS500330004,0,0
LMSMPS500330010,0,0
LMSMPS500330021,0,0
LMSMPS500330023,0,0
LMSMPS500330025,0,0
LMSMPS500330028,0,0
LMSMPS500330030,0,0
LMSMPS500330034,0,0
LMSMPS500330037,0,0
LMSMPS500330040,0,0
LMSMPS500330042,0,0
LMSMPS500330043,1,1
LMSMPS500330047,1,1
LMSMPS500330051,1,1
LMSMPS500330055,1,1
LMSMPS500330059,1,1
LMSMPS500330064,1,1
LMSMPS500330067,1,1
LMSMPS500330071,1,1
LMSMPS500340001,0,0
LMSMPS500340003,0,0
LMSMPS500350001,0,0
LMSMPS500350005,0,0
LMSMPS500350008,0,0
LMSMPS500350010,0,0
LMSMPS500350012,1,1
LMSMPS500350017,1,1
LMSMPS500350021,1,1
LMSMPS500350023,1,1
LMSMPS500360002,0,0
LMSMPS500360010,0,0
LMSMPS500360012,0,0
LMSMPS500370001,0,0
LMSMPS500370003,1,0
LMSMPS500370007,1,1
LMSMPS500370011,1,1
LMSMPS500370016,1,1
LMSMPS500370018,1,1
LMSMPS500370023,1,1
LMSMPS500380076,0,0
LMSMPS500390001,0,0
LMSMPS500390012,0,0
LMSMPS500420005,1,0
LMSMPS500420016,0,0
LMSMPS500420018,0,0
LMSMPS500420020,0,0
LMSMPS500430003,1,1
LMSMPS500430005,1,1
LMSMPS500430007,0,0
LMSMPS500430009,0,0
LMSMPS500440001,0,0
LMSMPS500440003,0,0
LMSMPS500440005,0,0
LMSMPS500440007,0,0
LMSMPS500440009,0,0
LMSMPS500440011,0,0
LMSMPS500440013,0,0
LMSMPS500440015,0,0
LMSMPS500440017,0,0
LMSMPS500440019,0,0
LMSMPS500440021,0,0
LMSMPS500450007,0,0
LMSMPS500450009,0,0
LMSMPS500450015,0,0
LMSMPS500450017,0,0
LMSMPS500450023,0,0
LMSMPS500450025,0,0
LMSMPS500450027,0,0
LMSMPS500450029,0,0
LMSMPS500450031,0,0
LMSMPS500450034,0,0
LMSMPS500450036,0,0
LMSMPS500450038,0,0
LMSMPS500450040,0,0
LMSMPS500450042,0,0
LMSMPS500450044,0,0
LMSMPS500450046,1,1
LMSMPS500450051,1,1
LMSMPS500450057,1,1
LMSMPS500450059,1,1
LMSMPS500450063,1,1
LMSMPS500450100,0,0
LMSMPS500450124,0,0
LMSMPS500450128,0,0
LMSMPS500450130,0,0
LMSMPS500450132,0,0
LMSMPS500450134,0,0
LMSMPS500450136,0,0
LMSMPS500450138,0,0
LMSMPS500450140,0,0
LMSMPS500460008,0,0
LMSMPS500460010,0,0
LMSMPS500460012,0,0
LMSMPS500460014,0,0
LMSMPS500460016,0,0
LMSMPS500460018,0,0
LMSMPS500460020,0,0
LMSMPS500460024,0,0
LMSMPS500460026,0,0
LMSMPS500460029,0,0
LMSMPS500460031,0,0
LMSMPS500460033,0,0
LMSMPS500460035,0,0
LMSMPS500460037,0,0
LMSMPS500460039,0,0
LMSMPS500460041,0,0
LMSMPS500460043,0,0
LMSMPS500460045,0,0
LMSMPS500460047,0,0
LMSMPS500460086,0,0
LMSMPS500460088,0,0
LMSMPS500460090,0,0
LMSMPS500460092,0,0
LMSMPS500460094,0,0
LMSMPS500460096,0,0
LMSMPS500460098,0,0
LMSMPS500460100,0,0
LMSMPS500460102,0,0
LMSMPS500460104,0,0
LMSMPS500460106,0,0
LMSMPS500460108,0,0
LMSMPS500470004,0,0
LMSMPS500470006,0,0
LMSMPS500470022,0,0
LMSMPS500470024,0,0
LMSMPS500470026,0,0
LMSMPS500470028,0,0
LMSMPS500470030,0,0
LMSMPS500470032,0,0
LMSMPS500470034,0,0
LMSMPS500470036,0,0
LMSMPS500470038,0,0
LMSMPS500470040,0,0
LMSMPS500470042,0,0
LMSMPS500470044,0,0
LMSMPS500470046,0,0
LMSMPS500470048,0,0
LMSMPS500470050,0,0
LMSMPS500470052,0,0
LMSMPS500480001,0,0
LMSMPS500480003,0,0
LMSMPS500480005,0,0
LMSMPS500480007,0,0
LMSMPS500480009,1,0
LMSMPS500480011,0,0
LMSMPS500480013,0,0
LMSMPS500480015,0,0
LMSMPS500480017,0,0
LMSMPS500480019,1,1
LMSMPS500480023,1,1
LMSMPS500480027,1,1
LMSMPS500480031,1,1
LMSMPS500490001,0,0
LMSMPS500490003,0,0
LMSMPS500490006,0,0
LMSMPS500490008,0,0
LMSMPS500490010,0,0
LMSMPS500490012,0,0
LMSMPS500490014,0,0
LMSMPS500490016,0,0
LMSMPS500490018,1,0
LMSMPS500490020,0,0
LMSMPS500490024,0,0
LMSMPS500490026,0,0
LMSMPS500490028,0,0
LMSMPS500490031,1,1
LMSMPS500490035,1,1
LMSMPS500500002,0,0
LMSMPS500500004,0,0
LMSMPS500500007,0,0
LMSMPS500500009,0,0
LMSMPS500500014,1,1
LMSMPS500500034,0,0
LMSMPS500500036,0,0
LMSMPS500500038,0,0
LMSMPS500500040,0,0
LMSMPS500500042,0,0
LMSMPS500510001,0,0
LMSMPS500510003,0,0
LMSMPS500510005,0,0
LMSMPS500510007,0,0
LMSMPS500510009,0,0
LMSMPS500510011,0,0
LMSMPS500510013,0,0
LMSMPS500510015,0,0
LMSMPS500510017,0,0
LMSMPS500510019,0,0
LMSMPS500510021,0,0
LMSMPS500510023,0,0
LMSMPS500510025,0,0
LMSMPS500510027,0,0
LMSMPS500510029,0,0
LMSMPS500510031,0,0
LMSMPS500510033,0,0
LMSMPS500510035,1,0
LMSMPS500510037,0,0
LMSMPS500510039,0,0
LMSMPS500510041,0,0
LMSMPS500510043,0,0
LMSMPS500510045,1,0
LMSMPS500510047,0,0
LMSMPS500510051,0,0
LMSMPS500510055,1,0
LMSMPS500510059,1,1
LMSMPS500510062,1,1
LMSMPS500520001,1,0
LMSMPS500520005,0,0
LMSMPS500520008,1,0
LMSMPS500520010,1,0
LMSMPS500520011,0,0
LMSMPS500520015,0,0
LMSMPS500520017,0,0
LMSMPS500520021,0,0
LMSMPS500520025,0,0
LMSMPS500520028,1,1
LMSMPS500520033,1,0
LMSMPS500520037,0,0
LMSMPS500520040,1,1
LMSMPS500520043,1,1
LMSMPS500520047,1,1
LMSMPS500520083,0,0
LMSMPS500520085,0,0
LMSMPS500520087,0,0
LMSMPS500530002,0,0
LMSMPS500530004,0,0
LMSMPS500530006,1,1
LMSMPS500530010,1,1
LMSMPS500530027,0,0
LMSMPS500530029,0,0
LMSMPS500540002,0,0
LMSMPS500540004,0,0
LMSMPS500540006,0,0
LMSMPS500540010,0,0
LMSMPS500540013,0,0
LMSMPS500540015,0,0
LMSMPS500540017,0,0
LMSMPS500540021,0,0
LMSMPS500540023,0,0
LMSMPS500540026,0,0
LMSMPS500540028,0,0
LMSMPS500540030,0,0
LMSMPS500540036,0,0
LMSMPS500540038,0,0
LMSMPS500540040,0,0
LMSMPS500540042,0,0
LMSMPS500540044,1,1
LMSMPS500540046,1,1
LMSMPS500540050,1,1
LMSMPS500540055,1,1
LMSMPS500540060,1,1
LMSMPS500540069,1,1
LMSMPS500540073,1,1
LMSMPS500540075,0,0
LMSMPS500540086,1,0
LMSMPS500540180,0,0
LMSMPS500540182,0,0
LMSMPS500550002,0,0
LMSMPS500550004,0,0
LMSMPS500560001,0,0
LMSMPS500570002,0,0
LMSMPS500570004,0,0
LMSMPS500570006,0,0
LMSMPS500570008,1,1
LMSMPS500570087,0,0
LMSMPS500580001,0,0
LMSMPS500580003,0,0
LMSMPS500580005,0,0
LMSMPS500580007,0,0
LMSMPS500580009,0,0
LMSMPS500580011,1,1
LMSMPS500580017,1,1
LMSMPS500580021,1,1
LMSMPS500580025,1,1
LMSMPS500580030,1,1
LMSMPS500590007,0,0
LMSMPS500590009,0,0
LMSMPS500590011,0,0
LMSMPS500590013,1,0
LMSMPS500590015,0,0
LMSMPS500590017,0,0
LMSMPS500590019,0,0
LMSMPS500590021,0,0
LMSMPS500590023,0,0
LMSMPS500590027,0,0
LMSMPS500590029,0,0
LMSMPS500590031,0,0
LMSMPS500590035,1,1
LMSMPS500590039,1,1
LMSMPS500590065,0,0
LMSMPS500600003,1,1
LMSMPS500600015,0,0
LMSMPS500600017,0,0
LMSMPS500610001,0,0
LMSMPS500620001,0,0
LMSMPS500620003,0,0
LMSMPS500620005,0,0
LMSMPS500620007,0,0
LMSMPS500620009,0,0
LMSMPS500620011,0,0
LMSMPS500620013,0,0
LMSMPS500620015,1,0
LMSMPS500620017,0,0
LMSMPS500620019,0,0
LMSMPS500620021,0,0
LMSMPS500620023,0,0
LMSMPS500620025,0,0
LMSMPS500620027,1,0
LMSMPS500630001,0,0
LMSMPS500630003,0,0
LMSMPS500630005,0,0
LMSMPS500630007,0,0
LMSMPS500630009,0,0
LMSMPS500630013,0,0
LMSMPS500630015,0,0
LMSMPS500630017,0,0
LMSMPS500630019,0,0
LMSMPS500630021,1,1
LMSMPS500630026,1,1
LMSMPS500630030,1,1
LMSMPS500630034,1,1
LMSMPS500630037,1,1
LMSMPS500630160,0,0
LMSMPS500630162,0,0
LMSMPS500640001,0,0
LMSMPS500640003,0,0
LMSMPS500640005,0,0
LMSMPS500640007,0,0
LMSMPS500640009,0,0
LMSMPS500640011,0,0
LMSMPS500640013,0,0
LMSMPS500640015,1,0
LMSMPS500640017,0,0
LMSMPS500640019,0,0
LMSMPS500640022,0,0
LMSMPS500640024,0,0
LMSMPS500640028,0,0
LMSMPS500640030,0,0
LMSMPS500640032,0,0
LMSMPS500640034,0,0
LMSMPS500640036,0,0
LMSMPS500640038,1,1
LMSMPS500640043,1,1
LMSMPS500640048,1,1
LMSMPS500640052,1,1
LMSMPS500640071,0,0
LMSMPS500650001,1,0
LMSMPS500650003,1,1
LMSMPS500660001,0,0
LMSMPS500660003,0,0
LMSMPS500660005,0,0
LMSMPS500660007,0,0
LMSMPS500660009,0,0
LMSMPS500660011,0,0
LMSMPS500660013,0,0
LMSMPS500660015,0,0
LMSMPS500660017,0,0
LMSMPS500660019,0,0
LMSMPS500660021,0,0
LMSMPS500660023,1,1
LMSMPS500660031,1,1
LMSMPS500660036,1,1
LMSMPS500660053,0,0
LMSMPS500660055,0,0
LMSMPS500660057,0,0
LMSMPS500660059,0,0
LMSMPS500660061,0,0
LMSMPS500660063,0,0
LMSMPS500670001,0,0
LMSMPS500670003,0,0
LMSMPS500670005,0,0
LMSMPS500670007,0,0
LMSMPS500670009,0,0
LMSMPS500670012,0,0
LMSMPS500670014,0,0
LMSMPS500670016,0,0
LMSMPS500670018,0,0
LMSMPS500670020,0,0
LMSMPS500670022,0,0
LMSMPS500670024,0,0
LMSMPS500670026,0,0
LMSMPS500670028,0,0
LMSMPS500670032,0,0
LMSMPS500670034,0,0
LMSMPS500670037,0,0
LMSMPS500670039,0,0
LMSMPS500670041,0,0
LMSMPS500670043,0,0
LMSMPS500670046,0,0
LMSMPS500670048,0,0
LMSMPS500670050,0,0
LMSMPS500670061,1,1
LMSMPS500670065,1,1
LMSMPS500670067,1,1
LMSMPS500670071,1,1
LMSMPS500670075,1,1
LMSMPS500670096,0,0
LMSMPS500670100,0,0
LMSMPS500670102,0,0
LMSMPS500670104,0,0
LMSMPS500670106,0,0
LMSMPS500670108,0,0
LMSMPS500680001,0,0
LMSMPS500680005,1,1
LMSMPS500680006,1,1
LMSMPS500680012,0,0
LMSMPS500680015,0,0
LMSMPS500680017,0,0
LMSMPS500680019,0,0
LMSMPS500680021,0,0
LMSMPS500690002,0,0
LMSMPS500690004,0,0
LMSMPS500690006,0,0
LMSMPS500690008,0,0
LMSMPS500690010,0,0
LMSMPS500690012,0,0
LMSMPS500690014,0,0
LMSMPS500690016,0,0
LMSMPS500690018,0,0
LMSMPS500690021,0,0
LMSMPS500690023,0,0
LMSMPS500690025,0,0
LMSMPS500690030,1,1
LMSMPS500690033,1,1
LMSMPS500690037,1,1
LMSMPS500690039,0,0
LMSMPS500690041,1,1
LMSMPS500690045,1,1
LMSMPS500690049,1,1
LMSMPS500700003,0,0
LMSMPS500700005,0,0
LMSMPS500700007,0,0
LMSMPS500700009,0,0
LMSMPS500700011,1,0
LMSMPS500700013,0,0
LMSMPS500700015,1,0
LMSMPS500700017,0,0
LMSMPS500700019,1,0
LMSMPS500700021,0,0
LMSMPS500700023,0,0
LMSMPS500700025,1,0
LMSMPS500700027,0,0
LMSMPS500700029,1,1
LMSMPS500700033,1,1
LMSMPS500700037,1,1
LMSMPS500700081,0,0
LMSMPS500700083,0,0
LMSMPS500740001,0,0
LMSMPS500760001,0,0
LMSMPS500770001,1,1
LMSMPS500780005,0,0
LMSMPS500780011,0,0
LMSMPS500780014,0,0
LMSMPS500780016,1,1
LMSMPS500780021,1,1
LMSMPS500780026,0,0
LMSMPS500790001,0,0
LMSMPS500790002,0,0
LMSMPS500790003,0,0
LMSMPS500790004,0,0
LMSMPS500790005,1,1
LMSMPS500790008,1,1
LMSMPS500790010,1,1
LMSMPS500800001,0,0
LMSMPS500800003,0,0
LMSMPS500800005,0,0
LMSMPS500800006,0,0
LMSMPS500800008,1,1
LMSMPS500800012,1,1
LMSMPS500810007,0,0
LMSMPS500810008,0,0
LMSMPS500810010,0,0
LMSMPS500810011,0,0
LMSMPS500810013,1,1
LMSMPS500810014,0,0
LMSMPS500810015,0,0
LMSMPS500810016,0,0
LMSMPS500810017,0,0
LMSMPS500820004,0,0
LMSMPS500830001,0,0
LMSMPS500830002,0,0
LMSMPS500830004,0,0
LMSMPS500830007,0,0
LMSMPS500830008,0,0
LMSMPS500830010,0,0
LMSMPS500830012,0,0
LMSMPS500830013,0,0
LMSMPS500830014,0,0
LMSMPS500830015,0,0
LMSMPS500830017,0,0
LMSMPS500830018,1,0
LMSMPS500830019,1,0
LMSMPS500830020,0,0
LMSMPS500830021,0,0
LMSMPS500830022,0,0
LMSMPS500830023,0,0
LMSMPS500830024,0,0
LMSMPS500830025,0,0
LMSMPS500830026,0,0
LMSMPS500840001,0,0
LMSMPS500840002,0,0
LMSMPS500840005,1,0
LMSMPS500840007,1,0
LMSMPS500840009,1,0
LMSMPS500840010,1,0
LMSMPS500840011,0,0
LMSMPS500840012,1,1
LMSMPS500840016,1,1
LMSMPS500840019,1,1
LMSMPS500840021,1,1
LMSMPS500840024,1,1
LMSMPS500850002,1,0
LMSMPS500850005,0,0
LMSMPS500850006,0,0
LMSMPS500850007,0,0
LMSMPS500850008,0,0
LMSMPS500850010,0,0
LMSMPS500850012,0,0
LMSMPS500850014,1,0
LMSMPS500850015,0,0
LMSMPS500850016,0,0
LMSMPS500850017,0,0
LMSMPS500860002,0,0
LMSMPS500860005,0,0
LMSMPS500860007,1,0
LMSMPS500860009,0,0
LMSMPS500860012,0,0
LMSMPS500860015,0,0
LMSMPS500860017,0,0
LMSMPS500860019,0,0
LMSMPS500860021,0,0
LMSMPS500860022,0,0
LMSMPS500860023,1,1
LMSMPS500880001,0,0
LMSMPS500880003,0,0
LMSMPS500880005,1,0
LMSMPS500880007,0,0
LMSMPS500880009,0,0
LMSMPS500880010,0,0
LMSMPS500880012,0,0
LMSMPS500880014,0,0
LMSMPS500880015,0,0
LMSMPS500880017,1,0
LMSMPS500880019,0,0
LMSMPS500880021,0,0
LMSMPS500880024,0,0
LMSMPS500880026,0,0
LMSMPS500880028,1,0
LMSMPS500880030,0,0
LMSMPS500880031,1,1
LMSMPS500880032,1,1
LMSMPS500880034,1,1
LMSMPS500880037,1,1
LMSMPS500880040,1,1
LMSMPS500900001,0,0
LMSMPS500900003,0,0
LMSMPS500900006,0,0
LMSMPS500900007,1,0
LMSMPS500900009,0,0
LMSMPS500900010,0,0
LMSMPS500900011,0,0
LMSMPS500900013,0,0
LMSMPS500900015,1,0
LMSMPS500900018,1,1
LMSMPS500900020,1,1
LMSMPS500900024,1,1
LMSMPS500900028,1,0
LMSMPS500920001,0,0
LMSMPS500920003,0,0
LMSMPS500920004,0,0
LMSMPS500920005,0,0
LMSMPS500920007,0,0
LMSMPS500920008,0,0
LMSMPS500920010,0,0
LMSMPS500920011,0,0
LMSMPS500920012,0,0
LMSMPS500920013,0,0
LMSMPS500920016,1,1
LMSMPS500920019,1,1
LMSMPS500920022,1,1
LMSMPS500920025,1,1
LMSMPS500930007,0,0
LMSMPS500930008,0,0
LMSMPS500930009,0,0
LMSMPS500930010,0,0
LMSMPS500930011,0,0
LMSMPS500930014,0,0
LMSMPS500930015,0,0
LMSMPS500930017,0,0
LMSMPS500930018,0,0
LMSMPS500930020,0,0
LMSMPS500930023,0,0
LMSMPS500930025,0,0
LMSMPS500930032,1,1
LMSMPS500940002,0,0
LMSMPS500940004,0,0
LMSMPS500940005,0,0
LMSMPS500940007,0,0
LMSMPS500940008,0,0
LMSMPS500940009,0,0
LMSMPS500940010,0,0
LMSMPS500940011,0,0
LMSMPS500940012,0,0
LMSMPS500940013,0,0
LMSMPS500940014,1,1
LMSMPS500970002,0,0
LMSMPS500970004,0,0
LMSMPS500970006,0,0
LMSMPS500970008,0,0
LMSMPS500970010,0,0
LMSMPS500970020,1,1
LMSMPS500990003,0,0
LMSMPS500990006,0,0
LMSMPS500990008,0,0
LMSMPS500990011,0,0
LMSMPS500990012,0,0
LMSMPS500990014,0,0
LMSMPS500990016,0,0
LMSMPS500990019,0,0
LMSMPS500990021,0,0
LMSMPS500990023,0,0
LMSMPS500990025,0,0
LMSMPS500990027,0,0
LMSMPS500990029,0,0
LMSMPS500990032,0,0
LMSMPS500990034,0,0
LMSMPS500990036,1,0
LMSMPS500990038,0,0
LMSMPS500990040,0,0
LMSMPS500990042,0,0
LMSMPS500990044,0,0
LMSMPS500990046,0,0
LMSMPS500990048,0,0
LMSMPS500990050,1,1
LMSMPS500990052,1,1
LMSMPS500990054,1,1
LMSMPS500990056,1,1
LMSMPS500990058,1,1
LMSMPS500990060,1,1
LMSMPS500990062,1,1
LMSMPS500990064,1,1
LMSMPS501000005,0,0
LMSMPS501000007,0,0
LMSMPS501000009,0,0
LMSMPS501000012,0,0
LMSMPS501000016,0,0
LMSMPS501000017,0,0
LMSMPS501000018,0,0
LMSMPS501000019,0,0
LMSMPS501000021,0,0
LMSMPS501000034,0,0
LMSMPS501010010,0,0
LMSMPS501010012,0,0
LMSMPS501010014,0,0
LMSMPS501010016,0,0
LMSMPS501010019,0,0
LMSMPS501010021,0,0
LMSMPS501010022,1,0
LMSMPS501010024,0,0
LMSMPS501010025,0,0
LMSMPS501010028,0,0
LMSMPS501010030,1,0
LMSMPS501010032,0,0
LMSMPS501010034,1,0
LMSMPS501010035,1,0
LMSMPS501010036,0,0
LMSMPS501010037,0,0
LMSMPS501010038,0,0
LMSMPS501010039,0,0
LMSMPS501010040,0,0
LMSMPS501010041,0,0
LMSMPS501010042,0,0
LMSMPS501010043,0,0
LMSMPS501010044,0,0
LMSMPS501010045,0,0
LMSMPS501010046,0,0
LMSMPS501010047,0,0
LMSMPS501010048,0,0
LMSMPS501010049,1,0
LMSMPS501010050,0,0
LMSMPS501010051,0,0
LMSMPS501010052,0,0
LMSMPS501010053,0,0
LMSMPS501010054,1,0
LMSMPS501010056,0,0
LMSMPS501010057,1,1
LMSMPS501010060,1,1
LMSMPS501010063,1,1
LMSMPS501010066,1,1
LMSMPS501010095,0,0
LMSMPS501010096,0,0
LMSMPS501020009,0,0
LMSMPS501020011,0,0
LMSMPS501020013,0,0
LMSMPS501020015,0,0
LMSMPS501020016,0,0
LMSMPS501020017,0,0
LMSMPS501020018,0,0
LMSMPS501020019,0,0
LMSMPS501020020,0,0
LMSMPS501020021,0,0
LMSMPS501020022,0,0
LMSMPS501020058,0,0
LMSMPS501020060,0,0
LMSMPS501030003,0,0
LMSMPS501030004,0,0
LMSMPS501030005,0,0
LMSMPS501030007,0,0
LMSMPS501030009,0,0
LMSMPS501030010,1,0
LMSMPS501030013,0,0
LMSMPS501030016,1,0
LMSMPS501030018,1,0
LMSMPS501030020,1,0
LMSMPS501030021,0,0
LMSMPS501030024,0,0
LMSMPS501030025,0,0
LMSMPS501030026,0,0
LMSMPS501030027,0,0
LMSMPS501030028,1,1
LMSMPS501030031,1,1
LMSMPS501030035,1,1
LMSMPS501030038,1,1
LMSMPS501030041,1,1
LMSMPS501030043,1,1
LMSMPS501030044,1,1
LMSMPS501030059,0,0
LMSMPS501040006,0,0
LMSMPS501040007,0,0
LMSMPS501040008,0,0
LMSMPS501040010,0,0
LMSMPS501040012,0,0
LMSMPS501040014,0,0
LMSMPS501040016,0,0
LMSMPS501040018,0,0
LMSMPS501040020,0,0
LMSMPS501040023,0,0
LMSMPS501040025,0,0
LMSMPS501040027,0,0
LMSMPS501040030,0,0
LMSMPS501040032,0,0
LMSMPS501040034,0,0
LMSMPS501040036,0,0
LMSMPS501040037,0,0
LMSMPS501040039,0,0
LMSMPS501040063,0,0
LMSMPS501050002,0,0
LMSMPS501050003,0,0
LMSMPS501050010,0,0
LMSMPS501050011,0,0
LMSMPS501060007,0,0
LMSMPS501060008,0,0
LMSMPS501060013,0,0
LMSMPS501060015,0,0
LMSMPS501060017,0,0
LMSMPS501060018,0,0
LMSMPS501060019,0,0
LMSMPS501060021,0,0
LMSMPS501060023,0,0
LMSMPS501060024,0,0
LMSMPS501060025,0,0
LMSMPS501060027,0,0
LMSMPS501060028,0,0
LMSMPS501060030,0,0
LMSMPS501060032,0,0
LMSMPS501060033,0,0
LMSMPS501060034,0,0
LMSMPS501060049,1,1
LMSMPS501070013,0,0
LMSMPS501070015,0,0
LMSMPS501070018,0,0
LMSMPS501070020,1,1
LMSMPS501070022,0,0
LMSMPS501070024,0,0
LMSMPS501070026,0,0
LMSMPS501070030,0,0
LMSMPS501070031,0,0
LMSMPS501070032,0,0
LMSMPS501070033,0,0
LMSMPS501070034,0,0
LMSMPS501070035,1,0
LMSMPS501070036,0,0
LMSMPS501070037,1,1
LMSMPS501070039,1,1
LMSMPS501070042,1,1
LMSMPS501070045,1,1
LMSMPS501080002,0,0
LMSMPS501080003,0,0
LMSMPS501090003,0,0
LMSMPS501090004,0,0
LMSMPS501100002,0,0
LMSMPS501100003,0,0
LMSMPS501100004,0,0
LMSMPS501100005,0,0
LMSMPS501100006,0,0
LMSMPS501110001,0,0
LMSMPS501120004,0,0
LMSMPS501120005,0,0
LMSMPS501120006,0,0
LMSMPS501120008,0,0
LMSMPS501120009,0,0
LMSMPS501120011,0,0
LMSMPS501120013,0,0
LMSMPS501120015,0,0
LMSMPS501120017,0,0
LMSMPS501120018,0,0
LMSMPS501150003,0,0
LMSMPS501160002,0,0
LMSMPS501160004,0,0
LMSMPS501160006,1,0
LMSMPS501210007,0,0
LMSMPS501210009,0,0
LMSMPS501210010,0,0
LMSMPS501210011,0,0
LMSMPS501210013,1,0
LMSMPS501210014,0,0
LMSMPS501210015,0,0
LMSMPS501210017,0,0
LMSMPS501210018,0,0
LMSMPS501210020,0,0
LMSMPS501210021,0,0
LMSMPS501210023,0,0
LMSMPS501220007,0,0
LMSMPS501230004,0,0
LMSMPS501230008,0,0
LMSMPS501230010,0,0
LMSMPS501230011,0,0
LMSMPS501230013,0,0
LMSMPS501230015,0,0
LMSMPS501230017,0,0
LMSMPS501230019,0,0
LMSMPS501230021,0,0
LMSMPS501230023,0,0
